59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,3
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,5
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,3
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,4
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,3
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,5
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,3
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,na,1,tpp,5
59fd962cab1fff00019e0759,YechenDetoxic,2018-01,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,8
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,4
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,3
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,7
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre6,as,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,7
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,3
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,3
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,10
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,1
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,6
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,12
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,0
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,2
59fd962cab1fff00019e0759,YechenDetoxic,2017-pre5,as,1,tpp,5
